Id,WnvPresent
1,0.4861828979069505
2,0.4858452219948777
3,0.48620906278867226
4,0.4764233154817949
5,0.47641985045498053
6,0.47642734580707524
7,0.4876764920449931
8,0.4876764920449931
9,0.4766862576182004
10,0.47634906268146154
11,0.4767123855928454
12,0.46694406585356496
13,0.46694060828437345
14,0.4669480875057014
15,0.47817782816308174
16,0.47817782816308174
17,0.48583428461095746
18,0.48549662204443245
19,0.4858604484718816
20,0.47607521621826465
21,0.47607175142115776
22,0.4760792462764043
23,0.48732782353636883
24,0.48732782353636883
25,0.48575147812905733
26,0.4854138187808023
27,0.4857776417437686
28,0.4759925332286382
29,0.47598906848658784
30,0.4759965632227492
31,0.4872450037261263
32,0.4872450037261263
33,0.476645972646118
34,0.4763087802689847
35,0.47667210042396174
36,0.4669038696297921
37,0.46690041209753946
38,0.4669078912389681
39,0.47813753230917055
40,0.47813753230917055
41,0.4855344216413975
42,0.48519677081700974
43,0.485560584603906
44,0.475775802984077
45,0.47577233838724325
46,0.4757798328093064
47,0.4870279119123325
48,0.4870279119123325
49,0.4852747260059465
50,0.4849370855472293
51,0.4853008881751638
52,0.475516502509383
53,0.47551303808800394
54,0.47552053213056467
55,0.48676817327080885
56,0.48676817327080885
57,0.4766163784002877
58,0.47627918790629337
59,0.4766425060333402
60,0.4668743406610502
61,0.46687088315596237
62,0.4668783622386333
63,0.47810793005693564
64,0.47810793005693564
65,0.48581674941545083
66,0.4854790875288833
67,0.4858429132243565
68,0.47605770712897555
69,0.4760542423435117
70,0.47606173717357475
71,0.48731028552528144
72,0.48731028552528144
73,0.48589328772948986
74,0.48555562288112125
75,0.4859194517649747
76,0.47613413166973245
77,0.47613066683351113
78,0.47613816177336066
79,0.48738683610187333
80,0.48738683610187333
81,0.48524410770231
82,0.48490646847772784
83,0.4852702697770667
84,0.47548593114221877
85,0.47548246674164885
86,0.4754899607392002
87,0.48673754984356976
88,0.48673754984356976
89,0.485669133667407
90,0.4853314775378474
91,0.4856952970358546
92,0.4759103121007294
93,0.47590684741361633
94,0.47591434203095034
95,0.48716264592917663
96,0.48716264592917663
97,0.48601303938373325
98,0.48567536993311083
99,0.4860392037712613
100,0.476253706231551
101,0.47625024131623966
102,0.4762577364271578
103,0.4875066068015124
104,0.4875066068015124
105,0.4766469931254895
106,0.4763098006834634
107,0.47667312090832276
108,0.46690488785947315
109,0.4669014303262843
110,0.466908909469738
111,0.478138553064435
112,0.478138553064435
113,0.486297312693806
114,0.48595963247333657
115,0.48632347790500446
116,0.4765375636300207
117,0.4765340985285488
118,0.4765415940421246
119,0.4877909246358208
120,0.4877909246358208
121,0.4745409520780358
122,0.47420389955243986
123,0.4745670690993776
124,0.46480366240868415
125,0.46480020686889406
126,0.46480768170059217
127,0.4760319161206563
128,0.4760319161206563
129,0.4770940164289418
130,0.476756795831171
131,0.47712014637644606
132,0.4673509334856821
133,0.4673474755451198
134,0.4673549555697271
135,0.4785856960254905
136,0.4785856960254905
137,0.48549728912025153
138,0.4851596397668261
139,0.48552345197019703
140,0.47573872664252936
141,0.4757352620706687
142,0.47574275643871594
143,0.4869907732913933
144,0.4869907732913933
145,0.48555466457713015
146,0.4852170129524116
147,0.4855808276008811
148,0.4757960153385929
149,0.47579255072816096
150,0.4758000451796364
151,0.48704815816644526
152,0.48704815816644526
153,0.4858534230937335
154,0.4855157597860295
155,0.48587958701135875
156,0.4760943262352457
157,0.476090861425441
158,0.47609835630815256
159,0.4873469650879642
160,0.4873469650879642
161,0.486249760571538
162,0.4859120821373909
163,0.48627592564613514
164,0.4764900806406791
165,0.4764866155701918
166,0.47649411101674927
167,0.4877433651330267
168,0.4877433651330267
169,0.4766164919707677
170,0.4762793014695422
171,0.47664261960437626
172,0.46687445398089333
173,0.4668709964757011
174,0.46687847555859774
175,0.478108043658161
176,0.478108043658161
177,0.4768571258071109
178,0.4765199200626041
179,0.4768832546127069
180,0.4671145590236031
181,0.46711110129823313
182,0.467118580857377
183,0.4783487422913418
184,0.4783487422913418
185,0.485867405728162
186,0.4855297418795763
187,0.48589356968716474
188,0.47610828809054295
189,0.47610482327146747
190,0.4761123181742311
191,0.48736094996171203
192,0.48736094996171203
193,0.485711472132397
194,0.48537381434561433
195,0.4857376356276417
196,0.4759525870860155
197,0.47594912237063236
198,0.4759566170491136
199,0.4872049912608112
200,0.4872049912608112
201,0.4854843997249009
202,0.4851467508829456
203,0.4855105625357061
204,0.4757258567733228
205,0.4757223922101396
206,0.4757298865594176
207,0.4869778817748344
208,0.4869778817748344
209,0.48550195321710937
210,0.4851643036787164
211,0.48552811608120944
212,0.4757433836769409
213,0.47573991910194136
214,0.47574741347677785
215,0.48699543815533225
216,0.48699543815533225
217,0.4857426629091072
218,0.48540500390454694
219,0.48576882649752307
220,0.4759837311866478
221,0.4759802664504697
222,0.4759877611739296
223,0.4872361870824687
224,0.4872361870824687
